id,name,year_founded,country,industry,founder_count,founder_experience,previous_startups,product_stage,product_uniqueness,competitors_count,revenue,burn_rate,total_investment,active_users,user_growth_rate,retention,user_reviews,nps,innovation_score,financial_stability,risk_score,cash_reserves,market_size,market_growth_rate,success
3896,Thompson Ltd,2022,Israel,IoT,2,6,0,Maturity,3,8,6421641.67,821816.65,6079261.0,612729.0,49.41,52.35,73,-30,9,8.0,0,3951507.27,90339569.04,33.55,Unclear
3897,Morris LLC,2015,USA,SaaS,4,5,1,Idea,6,7,506384.78,1810834.13,6278048.11,61759.100000000006,17.33,69.4,40,-10,2,10.0,7,1988820.39,251460022.81,8.8,Success
3898,Kline and Sons,2009,Germany,E-Commerce,4,18,0,Maturity,5,0,9572595.56,1498916.0,18093285.84,873809.0,62.76,89.56,33,-24,10,3.0,8,17904178.73,962343669.56,43.9,Success
3899,"Murray, Sanchez and Morrison",2019,India,IoT,2,16,1,Scale,5,1,9726919.28,303185.74,19634963.24,213441.0,80.8,27.97,24,-14,8,1.0,10,19032788.05,437649281.1,31.5,Fail
3900,Robles Group,2022,Canada,FinTech,5,9,0,MVP,2,1,6416974.56,1141549.3,4195355.93,240503.0,83.71,59.52,56,-93,3,4.0,9,3122710.22,79957679.3,46.41,Success
3901,"Davidson, Lara and Massey",2006,Germany,AI,1,18,1,Growth,10,7,3595598.58,177487.8,8610256.92,629920.0,3.04,57.38,64,-88,3,10.0,10,8145267.18,211670195.62,46.91,Unclear
3902,Sanchez Ltd,2015,Australia,EdTech,4,10,0,Growth,7,3,8171651.83,489307.94,19534069.08,683112.0,71.52,31.51,75,-75,9,2.0,9,19117234.26,829300285.34,8.46,Fail
3903,Smith Inc,2017,Australia,EdTech,4,14,1,Idea,8,8,89255.47,1819720.69,8145363.2,99617.70000000001,9.12,49.96,21,37,7,10.0,3,3130435.28,761891471.92,25.66,Fail
3904,"Rhodes, Camacho and Cowan",2008,Canada,FoodTech,5,9,0,Scale,5,1,2905956.44,924159.85,6983421.96,154084.0,96.69,4.05,59,-10,10,5.0,5,5278012.07,225301408.23,9.77,Fail
3905,Jones-Butler,2011,USA,FoodTech,5,10,1,MVP,1,3,9855542.95,1784212.2,2197630.25,646562.0,48.22,42.69,53,-45,6,4.0,6,0.0,110551917.63,22.66,Success
3906,Ware-Medina,2015,Canada,EdTech,3,2,0,Idea,0,0,814333.39,331997.93,15065690.02,1270.8000000000002,77.54,27.05,21,31,3,2.0,6,14181510.41,88600457.39,22.5,Fail
3907,"Frank, Holland and Ferguson",2008,China,Blockchain,5,2,1,Scale,2,2,9395824.72,410683.5,8940111.17,146123.0,62.19,86.4,60,5,7,7.0,7,7726044.92,504665006.92,36.79,Fail
3908,Gonzales Ltd,2019,France,CleanTech,4,17,0,MVP,2,5,5947945.71,705649.45,12773259.04,813607.0,95.19,35.78,65,-70,9,8.0,5,12119104.87,698606731.22,48.81,Fail
3909,Carter Group,2005,USA,CleanTech,2,10,1,Growth,7,8,4076724.58,732651.28,10197135.45,543623.0,97.37,19.22,44,-84,1,2.0,6,10001823.54,330498313.29,31.45,Fail
3910,"Mack, Cox and Moran",2007,Israel,IoT,1,19,1,Growth,4,10,9796901.03,1490554.54,3490742.77,248885.0,27.89,52.97,71,35,8,1.0,8,256179.94,95343022.14,40.8,Unclear
3911,"Soto, Alexander and Cobb",2018,India,FinTech,3,17,1,Scale,0,0,3094255.86,1198821.12,3527395.91,449112.0,48.29,81.1,96,79,1,1.5,5,3275000.52,497082404.35,20.18,Success
3912,Thomas LLC,2010,China,E-Commerce,2,14,1,Maturity,10,4,7574142.79,1106498.85,18795126.51,503430.0,50.42,35.4,68,-64,9,0.0,1,17022958.17,226776942.85,3.64,Success
3913,"Molina, Rodriguez and Jackson",2022,USA,AI,1,6,1,Growth,3,1,5582069.58,1204751.01,17790382.92,656897.0,17.77,84.68,63,24,2,1.0,3,16542552.06,189113586.37,25.73,Success
3914,Douglas-Thomas,2005,China,SaaS,1,9,1,Idea,6,6,228507.15,1464382.75,12212680.1,62576.0,90.39,32.61,9,47,5,0.0,4,10499395.58,776906364.7,45.2,Unclear
3915,Pope and Sons,2010,India,Blockchain,1,20,1,MVP,4,3,174832.87,1785633.28,24885.05,923191.0,34.96,73.56,66,-54,6,1.0,7,0.0,608358716.31,12.01,Success
3916,Davis-May,2010,India,CleanTech,2,19,1,MVP,9,4,3837640.91,829479.91,8665912.82,540640.0,8.75,11.53,10,-50,8,5.0,3,6925648.99,321947018.34,13.14,Success
3917,Ellis Ltd,2020,India,IoT,3,9,0,Idea,5,7,547685.39,1605851.89,10608560.1,37872.700000000004,15.45,6.22,93,13,7,7.0,0,7853386.01,465944138.38,5.24,Success
3918,Goodwin-Sherman,2009,Israel,FinTech,3,12,0,Growth,9,1,1831904.01,990193.77,8988756.15,827003.0,51.33,73.76,27,-43,10,4.0,0,6159444.35,231683868.26,49.84,Unclear
3919,Phillips-Wallace,2021,UK,Blockchain,1,14,0,MVP,3,2,4145548.86,1444156.49,18508988.93,172216.0,88.17,36.84,4,-57,5,7.0,1,16968630.34,566048728.55,20.74,Unclear
3920,Lyons-Carroll,2014,France,AI,2,17,1,Idea,1,10,615189.93,1749647.58,817316.83,36190.4,62.82,39.3,11,-3,7,2.5,7,0.0,759425130.63,14.94,Fail
3921,"Johnson, Taylor and Boyd",2022,Germany,IoT,1,3,1,Maturity,8,4,7149231.26,64429.64,13098570.13,624086.0,21.48,57.42,43,-90,10,0.0,2,13066675.64,434116419.37,46.34,Fail
3922,Walker LLC,2011,India,EdTech,5,19,0,Growth,1,9,527425.3,1093259.51,6276727.97,725956.0,29.68,98.69,92,-89,10,2.0,5,4270610.67,389893290.78,40.56,Success
3923,"Cox, Carter and Duffy",2007,Israel,AI,3,16,0,Maturity,1,3,6641808.22,1978761.25,11189541.12,713852.0,97.6,17.15,89,37,4,1.0,6,10625876.72,259246956.88,43.85,Unclear
3924,Bradley LLC,2017,China,E-Commerce,4,2,1,Scale,1,4,566673.09,992448.83,13118346.87,224589.0,5.28,29.99,92,-47,9,5.0,10,10235778.75,330236419.35,47.52,Success
3925,Marquez-Nunez,2019,India,CleanTech,1,20,1,Maturity,0,2,281854.95,1728607.37,8816426.3,271623.0,99.43,64.87,28,-67,9,7.0,0,4096975.46,366457173.32,42.84,Success
3926,Manning Ltd,2024,Canada,FoodTech,5,20,0,Scale,2,8,1524120.26,371799.7,2967487.68,488275.0,90.59,70.1,77,57,8,5.0,4,2187054.82,319672436.69,49.28,Success
3927,Thomas LLC,2023,Australia,FinTech,3,1,1,Maturity,5,7,6536440.57,1208574.18,10380762.59,288958.0,67.85,70.61,35,42,3,3.0,1,9230363.69,99404828.55,31.97,Success
3928,Scott-Perez,2007,UK,EdTech,2,3,0,Growth,6,5,528214.43,1740611.93,18659123.32,10065.0,94.32,59.54,34,35,0,3.0,6,16799361.87,156337964.52,12.04,Unclear
3929,Aguilar and Sons,2008,France,CleanTech,3,0,1,Maturity,0,0,208962.12,863066.26,10717603.58,812252.0,15.25,58.83,7,-1,7,8.0,2,10492015.29,996278089.34,8.36,Success
3930,"Smith, Diaz and Romero",2009,Israel,HealthTech,2,14,0,Scale,4,3,1179595.11,973444.12,2458796.75,403654.0,94.26,14.81,15,67,4,0.0,8,1737394.86,369410861.95,30.11,Unclear
3931,"Sullivan, Montgomery and Jackson",2005,France,E-Commerce,2,0,0,Scale,4,6,9497209.91,164035.81,16483260.49,22871.0,21.26,83.46,42,-79,8,1.0,0,16309536.0,807318727.33,17.94,Fail
3932,Schneider-Matthews,2008,Canada,FoodTech,1,5,1,Maturity,0,9,9072777.5,84344.18,4434897.74,835757.0,54.62,0.89,68,-96,2,3.0,1,4321557.37,720120013.86,6.56,Fail
3933,"Edwards, Brooks and Grimes",2016,Israel,IoT,1,6,0,Idea,3,4,86465.98,937416.6,7404339.52,23368.800000000003,48.88,41.76,15,-81,8,2.0,8,6098694.36,568519439.07,39.86,Unclear
3934,Wong-Harrell,2014,Singapore,Blockchain,3,18,1,Growth,9,3,3040131.84,1686950.66,8575142.52,281805.0,51.25,21.54,55,17,7,8.0,6,4095749.15,455315119.71,17.49,Success
3935,Thompson-Prince,2024,China,FinTech,5,11,1,Growth,0,8,9472924.39,1862648.54,6793984.95,841282.0,26.74,10.43,40,-52,5,4.0,2,4280418.9,668621897.19,22.26,Fail
3936,Barnett Inc,2017,USA,CleanTech,3,0,1,Growth,0,7,976876.73,1317306.01,8089034.75,787828.0,78.06,31.95,76,18,10,7.0,10,4305364.45,588371032.3,30.59,Success
3937,Walker-Clark,2018,Singapore,EdTech,4,6,1,Growth,6,2,945959.82,1652797.2,15909612.55,524461.0,74.26,65.72,7,79,9,3.0,7,15494040.47,736571960.92,20.1,Unclear
3938,Ramirez Ltd,2009,Germany,HealthTech,2,18,1,Scale,6,5,860038.98,1469708.33,4467180.2,907341.0,95.4,49.71,53,93,9,5.0,4,3536955.95,993904575.28,43.31,Unclear
3939,Santos LLC,2008,UK,SaaS,2,12,0,MVP,2,3,9764762.39,1402971.65,9408371.19,175426.0,50.7,87.35,89,46,10,3.0,1,7775368.86,321751219.27,49.12,Fail
3940,Stevens-Durham,2018,India,CleanTech,1,11,1,Scale,6,6,7431085.13,1538066.2,400171.3,278057.0,54.81,59.97,4,41,7,4.5,9,0.0,340610532.02,19.26,Fail
3941,Larsen PLC,2014,Singapore,HealthTech,5,11,1,Scale,2,0,2144843.67,1010605.9,10153318.39,715327.0,90.34,25.31,8,-94,7,10.0,0,9782793.06,692259895.63,8.92,Success
3942,Figueroa LLC,2021,Canada,EdTech,1,12,0,MVP,1,0,459472.61,915876.21,2233772.89,744831.0,91.94,51.52,65,84,6,2.0,5,1258189.0,846083916.9,13.91,Fail
3943,"Johnson, Sims and Crane",2014,Germany,CleanTech,4,13,1,Maturity,9,5,9652415.09,318287.04,5644718.84,600904.0,64.95,22.74,70,-21,6,8.0,3,5537609.3,198048718.1,33.7,Success
3944,"Jones, Tran and Nichols",2011,Singapore,IoT,3,11,0,MVP,3,9,4254890.42,1687630.63,6497467.89,755910.0,82.04,17.87,29,-91,2,9.0,1,2578811.75,856139029.81,4.11,Fail
3945,"Medina, Miller and Yates",2020,Australia,CleanTech,3,19,1,Scale,9,10,5983753.88,89227.76,1647052.51,383577.0,50.51,95.5,80,6,6,1.0,0,1571440.62,897468275.43,33.73,Success
3946,Knight-Wright,2005,USA,Blockchain,5,11,0,Growth,2,6,2791962.33,534888.24,7211323.27,84998.0,38.82,46.8,94,49,2,10.0,6,6514287.12,400913772.06,26.38,Success
3947,Robles-White,2021,Germany,AI,1,5,1,Scale,6,8,7583603.22,1039832.29,9961148.04,587014.0,86.41,65.12,64,32,10,10.0,3,7411170.55,273888338.3,2.27,Fail
3948,"Mathews, Perez and Love",2013,France,AI,1,9,1,Idea,0,6,196802.35,1943196.23,8621908.43,77309.90000000001,77.73,87.34,91,-77,8,2.0,0,7643454.37,406573587.54,20.54,Unclear
3949,Williams PLC,2010,France,Blockchain,4,19,1,Maturity,5,8,7869119.33,1571945.88,5608506.29,447097.0,24.24,32.22,29,42,10,2.0,9,1141837.34,194759324.64,11.53,Success
3950,Arnold-Davis,2023,USA,FoodTech,3,8,1,Idea,1,9,230603.04,737342.45,5897099.21,62429.100000000006,4.76,78.9,46,-13,4,10.0,0,5025714.9,68593823.92,6.51,Fail
3951,Quinn Inc,2017,France,E-Commerce,1,1,1,Scale,7,8,979122.26,1427896.78,12671660.71,342643.0,56.56,78.88,94,53,10,10.0,6,11256322.08,799281607.76,47.05,Success
3952,Mills Inc,2007,USA,HealthTech,5,6,0,Maturity,4,7,4788225.55,1862738.78,14367917.63,317964.0,84.16,82.4,87,-46,7,2.0,4,13301925.85,574124504.96,14.55,Fail
3953,Perez PLC,2011,Israel,AI,3,8,0,Growth,2,6,8132168.07,1077766.9,11530613.04,648130.0,24.72,18.95,30,-3,2,3.0,0,10019003.86,499167035.6,24.7,Fail
3954,"Woods, Garcia and Keith",2013,USA,AI,4,11,1,Idea,9,2,384864.7,923880.39,19523760.81,80590.70000000001,76.74,96.28,59,45,2,4.0,10,16805621.68,221847699.52,30.6,Unclear
3955,Flores Ltd,2009,China,Blockchain,5,4,0,MVP,6,10,288736.51,1105986.54,18897481.27,478920.0,41.4,27.48,74,70,2,5.0,8,17268411.93,556896842.83,31.45,Success
3956,Gonzalez Inc,2014,France,E-Commerce,2,0,1,Maturity,10,2,5533097.12,623060.08,1969379.1,460596.0,33.57,77.68,79,33,7,4.0,2,1124256.2,407629150.26,19.07,Success
3957,Miller-Gonzalez,2021,India,FoodTech,4,14,1,Growth,1,10,6804713.89,1814697.62,5227488.1,432381.0,17.28,16.23,8,72,8,8.0,9,5185964.43,511126397.34,13.48,Success
3958,"Lawrence, George and Evans",2016,China,E-Commerce,5,7,1,Growth,4,4,7406949.45,1594563.62,17367882.26,504405.0,93.43,92.42,93,-76,6,6.0,0,15991749.84,99883320.15,28.24,Fail
3959,Perkins Inc,2020,Israel,IoT,1,0,0,Growth,10,6,4019249.54,1410968.22,593270.28,904371.0,22.57,42.78,75,43,0,3.0,1,0.0,923579627.67,39.73,Success
3960,"Tanner, Waters and Lee",2007,Singapore,SaaS,2,17,1,Growth,7,9,970196.31,1178184.16,11843943.33,114412.0,27.92,66.87,53,82,5,6.0,9,11706180.73,766533568.2,44.75,Success
3961,"Mendez, Bryant and Smith",2013,Canada,EdTech,4,12,0,Scale,10,6,5843264.34,1938949.56,19089990.79,892256.0,33.15,85.02,60,83,2,10.0,5,16495490.68,743780443.29,29.57,Success
3962,Guzman-Vasquez,2019,UK,FoodTech,1,0,1,Scale,0,0,3295478.85,595411.46,13574353.5,522812.0,28.47,28.24,63,-72,0,6.0,2,13332123.87,585960672.69,26.44,Fail
3963,Murphy Group,2009,USA,CleanTech,2,4,1,Idea,0,7,946887.48,566270.33,1838666.24,92744.6,16.29,38.9,79,-37,9,1.0,9,984200.01,235378768.27,48.3,Fail
3964,"Campbell, Brewer and Baker",2017,France,E-Commerce,3,17,0,MVP,2,0,5027121.08,484276.67,14956354.62,557948.0,35.45,31.34,96,28,1,7.0,7,14295834.01,112551789.3,10.15,Success
3965,"Wright, Hill and Hoffman",2018,China,AI,1,15,1,Maturity,2,10,4722660.47,1483551.98,7529693.27,270550.0,47.18,28.29,5,23,2,9.0,0,6538471.52,367786376.24,0.84,Success
3966,Garrett-Rodriguez,2024,Israel,HealthTech,5,9,0,Maturity,6,3,3092095.32,1594571.28,18430672.29,216421.0,55.18,51.03,44,72,6,0.0,0,14611634.7,418676094.29,24.63,Success
3967,Freeman LLC,2019,Australia,CleanTech,4,3,1,MVP,5,1,3387865.05,1194228.35,5726325.71,668531.0,15.65,54.67,64,8,5,5.0,7,2405845.68,763419122.37,2.9,Success
3968,"Ruiz, Martin and Jones",2020,Israel,FoodTech,2,0,1,Maturity,6,4,5127547.84,1303967.42,9464640.69,481881.0,77.94,7.68,76,-75,1,10.0,10,8940212.46,156649274.53,2.96,Fail
3969,Chambers-Davis,2017,Germany,FinTech,1,7,1,Growth,3,5,3066647.95,697921.53,14932143.64,95839.0,31.15,67.33,36,-16,4,2.0,0,14728269.31,818672170.57,1.65,Fail
3970,Peterson-Mcdaniel,2021,Israel,E-Commerce,3,4,0,Maturity,10,3,8923048.84,79515.08,5150799.42,485943.0,91.79,42.0,98,-51,0,5.0,10,5068549.68,448462742.92,30.92,Success
3971,Lee Inc,2012,Australia,FinTech,4,1,1,Scale,1,3,4390179.32,507271.69,3635646.95,611547.0,32.96,88.95,89,54,2,5.0,3,2706669.5,801958343.79,31.29,Unclear
3972,Lewis PLC,2006,Singapore,IoT,4,16,0,Scale,1,6,2920220.84,1168606.45,54162.83,606813.0,86.29,88.55,72,-1,0,3.5,10,0.0,499772962.12,12.78,Success
3973,Flores-Moreno,2009,China,FinTech,1,6,1,Idea,9,10,155394.83,1625865.36,9759236.52,45111.100000000006,35.25,72.01,16,62,2,3.0,5,6710920.62,61022407.78,22.49,Unclear
3974,Cohen PLC,2010,China,HealthTech,3,16,1,Growth,0,3,6723507.26,1554389.96,18572349.44,375120.0,50.58,85.38,98,-21,1,2.0,0,15887701.38,611994977.33,20.94,Success
3975,Duncan and Sons,2016,Germany,CleanTech,2,5,0,Maturity,8,1,257869.43,358974.73,5629743.54,315710.0,37.24,92.25,24,-72,3,1.0,3,5214285.64,432927192.07,24.65,Fail
3976,Moore-Miranda,2022,India,E-Commerce,1,14,1,Scale,6,3,4499957.87,102892.42,867570.58,671672.0,38.71,57.73,49,34,4,5.0,4,626184.41,464710146.69,9.98,Fail
3977,Phelps PLC,2005,UK,IoT,2,4,1,MVP,9,6,5501218.2,1701120.08,12408625.64,98039.0,61.86,97.19,70,-39,2,2.0,0,7544020.66,784761706.5,40.64,Success
3978,"Moore, Frye and Zavala",2021,India,EdTech,4,14,0,Scale,2,0,3397846.11,151178.47,1123398.29,313809.0,69.29,95.54,30,-30,9,3.0,1,855982.09,230348776.29,14.41,Fail
3979,"Larson, Butler and Barber",2015,USA,FoodTech,2,17,0,Maturity,1,3,7498177.47,786622.53,10138244.69,160472.0,87.05,10.99,31,26,4,8.0,1,9620423.45,35392184.93,16.34,Unclear
3980,Cantu Group,2014,Canada,CleanTech,3,17,0,MVP,2,5,6756604.97,188451.31,7630594.15,367491.0,56.91,52.28,47,-67,10,6.0,5,7312992.77,293290745.36,32.53,Fail
3981,Wood-Torres,2023,USA,SaaS,5,20,1,Scale,6,7,9713989.88,1128097.42,9508477.07,148633.0,21.68,11.45,82,75,6,0.0,1,6951506.45,163559288.13,49.08,Unclear
3982,"Gomez, Mcgee and Cole",2018,Germany,SaaS,3,20,0,Maturity,4,7,5087667.99,726672.86,3252805.73,962910.0,98.96,68.41,16,32,9,3.0,5,1444077.59,350377254.31,10.22,Success
3983,Elliott-Farmer,2014,Australia,E-Commerce,2,5,0,Idea,2,8,537812.36,404987.24,1804037.61,8710.1,68.38,76.53,60,16,8,10.0,8,931390.18,215940495.14,17.89,Success
3984,Gill Group,2019,France,Blockchain,1,1,1,Idea,8,4,245839.32,1190335.34,14979817.55,34554.700000000004,37.48,88.47,56,-93,7,7.0,1,11799840.75,106060120.43,18.71,Success
3985,Schmitt LLC,2023,France,E-Commerce,4,16,0,Scale,1,1,3854838.91,726783.58,4913335.2,29621.0,96.82,65.0,56,99,5,9.0,6,2837597.42,829296563.41,26.46,Fail
3986,"Trujillo, Proctor and Wang",2008,France,EdTech,5,20,0,MVP,6,2,268605.91,333576.5,16008481.91,969967.0,95.85,45.4,69,-58,8,3.0,10,15516113.5,217343281.27,41.75,Success
3987,Cardenas and Sons,2006,France,SaaS,1,3,1,MVP,9,1,6892747.89,1400172.83,15168945.64,872637.0,7.95,15.59,88,79,7,0.0,0,12896597.07,370169867.07,36.28,Success
3988,Bates LLC,2013,India,SaaS,1,11,0,Idea,5,8,311622.8,1673616.62,3967577.41,61352.100000000006,1.98,12.51,32,-27,3,4.5,8,2272968.09,11854857.5,10.27,Fail
3989,Wall-Johnson,2014,Canada,EdTech,3,18,1,Maturity,5,5,5403670.1,547485.14,18165810.09,402953.0,4.45,48.57,18,-100,10,1.0,3,17083613.55,773986438.44,35.64,Fail
3990,Gibbs-Nguyen,2015,Singapore,Blockchain,2,1,0,Growth,6,10,2549923.96,372850.09,3225591.83,32035.0,68.53,83.25,14,-63,1,4.0,4,2559325.9,468645208.97,6.3,Fail
3991,"Stevenson, Salinas and Williamson",2018,USA,FoodTech,3,1,0,MVP,5,0,6210362.0,150503.72,15942914.97,112257.0,71.09,75.07,34,-94,8,5.0,3,15862223.77,866030532.21,9.59,Fail
3992,Gates-Rodriguez,2011,USA,SaaS,2,13,1,MVP,1,2,4475824.93,1055804.25,8410674.41,75224.0,72.4,88.08,48,-20,5,0.0,9,6211360.48,62300326.63,19.69,Success
3993,Martin Ltd,2019,Israel,AI,3,14,0,Scale,10,6,4818606.52,1662587.4,3660326.31,12974.0,63.02,81.1,95,83,9,2.0,8,0.0,172175162.72,17.24,Success
3994,David-Watkins,2023,Germany,HealthTech,1,19,1,Maturity,4,6,9426071.4,501579.79,18762226.33,24648.0,28.55,20.55,35,73,7,7.0,0,18489802.22,265116731.97,43.49,Success
3995,Harrington Group,2019,Germany,AI,4,1,0,Scale,2,4,7061603.23,921275.54,19265149.73,431342.0,16.71,20.03,95,-77,7,7.0,9,18811290.6,889277040.62,49.85,Fail
3996,"Moyer, Mccarthy and Wright",2012,Australia,FoodTech,2,3,0,Growth,8,2,2618997.36,321606.91,10227458.24,28612.0,92.79,45.8,95,-66,3,1.0,5,9610858.87,360500546.78,10.16,Fail
3997,"Willis, Brown and Brown",2015,USA,Blockchain,5,18,1,MVP,7,6,5039218.18,808401.65,9383490.35,633010.0,91.31,19.12,53,100,9,8.0,4,9101743.33,195027758.04,32.87,Fail
3998,Hill-Wood,2013,France,AI,5,8,1,Scale,9,4,4666728.19,30890.22,18016834.66,508994.0,24.25,18.75,35,-59,4,1.0,7,17941811.51,803452474.75,29.12,Fail
3999,Rodriguez-Taylor,2019,India,AI,1,6,0,Maturity,10,5,7950526.07,1821458.14,11922733.55,304720.0,16.79,26.78,52,94,0,3.0,1,8409311.31,309300453.8,38.47,Success
4000,"Jones, Rowland and Oconnor",2005,Australia,HealthTech,3,12,0,Growth,1,2,8333551.14,1353143.79,5320772.47,520268.0,37.53,2.26,59,-57,8,9.0,3,5189227.86,356131702.12,34.98,Fail
4001,Sawyer PLC,2005,India,IoT,3,11,0,Growth,0,5,2834428.23,665627.44,8503945.14,407799.0,4.84,57.13,97,-97,6,3.0,4,6965528.56,658071916.09,13.77,Unclear
4002,Andrews-Hoffman,2023,India,CleanTech,1,2,1,Growth,3,6,8211514.54,1762396.52,16719781.57,414402.0,16.21,39.66,73,7,0,3.0,7,14023850.05,389978687.5,42.04,Success
4003,Sanchez-Armstrong,2007,Canada,Blockchain,5,12,1,Idea,3,7,179501.41,365859.26,17191266.15,54985.100000000006,38.03,23.74,43,18,10,6.0,0,16646696.7,26304481.68,23.94,Fail
4004,"Green, Schmidt and Carter",2014,Canada,IoT,5,14,0,Growth,9,1,7627705.55,157467.46,18785056.07,682051.0,23.87,13.42,32,-24,9,7.0,6,18637716.9,989264300.78,46.65,Fail
4005,Taylor Inc,2012,China,CleanTech,3,13,0,Maturity,10,1,2487845.44,1885243.16,5765217.74,981841.0,73.68,45.59,43,-77,9,7.0,7,4161973.95,246270386.71,28.02,Fail
4006,"Dawson, Edwards and Castaneda",2019,Israel,FinTech,2,8,0,Maturity,1,5,2979311.57,618033.92,13599055.14,329271.0,90.5,60.2,54,-30,2,3.0,0,12671427.14,251919357.63,14.54,Success
4007,Burgess-Lewis,2014,India,FinTech,4,12,1,Maturity,6,7,8524678.4,1871946.79,1367776.25,80994.0,90.91,97.33,73,46,8,1.5,4,1350096.44,142599727.33,44.81,Success
4008,Mcdonald-Murray,2005,France,CleanTech,2,3,0,Scale,2,4,4200748.65,1275225.84,14518053.11,399117.0,60.43,25.38,43,22,10,5.0,5,11476214.83,166385803.57,41.31,Success
4009,Gonzalez-Mata,2022,Israel,AI,5,20,1,MVP,6,0,9905658.25,1960085.87,11263993.8,630671.0,70.35,2.63,50,-10,10,8.0,9,6653808.38,506951679.29,47.35,Success
4010,Scott-Adkins,2006,India,Blockchain,2,7,1,Scale,6,10,1519430.3,1506858.42,4995321.86,107083.0,49.4,73.6,98,77,0,2.0,4,1670175.83,940344375.41,44.68,Success
4011,Taylor Ltd,2023,Singapore,FinTech,4,2,0,Scale,0,0,4633490.38,210967.73,13092638.31,533322.0,14.67,23.52,85,45,5,1.0,8,12711304.99,700228446.25,12.26,Fail
4012,Simmons-Shaffer,2017,Australia,SaaS,2,1,1,Scale,5,9,7324503.31,1704457.33,2703642.04,298561.0,63.5,48.43,50,-7,4,4.0,3,1192239.96,661002672.6,40.77,Fail
4013,Decker Inc,2005,Canada,IoT,2,18,1,Growth,3,8,53670.58,295757.05,6676125.93,880160.0,35.0,80.82,86,55,3,8.0,1,6092316.64,367869599.48,29.71,Success
4014,"Brooks, Knight and Forbes",2006,Australia,FoodTech,2,7,0,Scale,10,3,1518552.78,1384395.21,8018271.98,211724.0,0.58,3.7,6,56,0,10.0,8,7481897.29,814973001.42,20.17,Success
4015,"Marks, Murphy and Ryan",2020,UK,SaaS,2,16,0,MVP,7,9,203567.49,1000814.9,15542743.28,935453.0,57.5,14.15,84,-28,6,0.0,1,14751910.39,478619706.97,0.38,Fail
4016,Andrews-Walters,2019,USA,IoT,1,12,0,MVP,7,0,9928778.65,1415450.02,6175686.13,118297.0,19.84,9.82,0,2,0,8.0,1,5983767.42,462945583.75,34.88,Fail
4017,"Jones, Davis and Grant",2017,Singapore,HealthTech,5,6,0,Scale,2,10,7606246.62,1529979.07,980693.04,953201.0,88.65,23.37,12,2,0,3.0,5,0.0,994564399.94,42.69,Fail
4018,Schmidt PLC,2020,China,AI,4,8,0,Growth,3,7,3735590.98,1607330.42,3614813.89,557777.0,93.39,17.3,72,-16,1,0.0,8,0.0,612855798.53,30.21,Success
4019,Berry Group,2021,Singapore,FinTech,5,11,0,Idea,0,1,156284.93,1669960.27,12161862.62,13287.6,16.22,31.66,47,72,8,1.0,4,9903151.75,869499429.24,15.54,Unclear
4020,"Santos, Lee and Jones",2011,Australia,Blockchain,1,13,0,Maturity,9,1,903832.43,1694449.04,305007.61,78147.0,2.94,74.63,83,1,0,0.5,9,0.0,529323775.29,2.88,Fail
4021,"Jordan, Hill and Hayes",2021,Australia,SaaS,1,13,1,Growth,1,0,5319072.01,825148.85,15844645.45,584826.0,0.4,4.23,46,34,7,7.0,1,13552406.28,170112180.47,32.95,Success
4022,"Hernandez, Rivera and White",2011,India,EdTech,1,14,0,Scale,6,0,9758913.18,1778456.14,18022401.57,457760.0,91.3,7.38,46,-56,0,0.0,5,14420220.45,987387375.99,20.19,Fail
4023,"Morgan, Rose and Schwartz",2017,India,Blockchain,1,2,0,MVP,10,8,6746109.45,1439160.51,9907952.16,721550.0,15.2,56.43,9,-12,10,10.0,0,6845523.17,659114484.76,24.84,Fail
4024,Preston-Morales,2009,UK,AI,2,14,0,Idea,6,0,365138.37,1677941.86,14152608.37,99137.6,43.53,52.03,25,53,0,2.0,9,12344190.52,157198698.33,28.21,Success
4025,Smith-Clayton,2021,Israel,EdTech,5,18,0,Scale,8,5,5008509.73,1978382.71,9253535.81,834309.0,5.72,47.41,49,-31,8,0.0,9,7522626.04,742649478.19,38.43,Success
4026,Smith LLC,2007,UK,AI,3,19,0,Maturity,9,6,9989033.68,232829.48,6175265.89,253444.0,37.33,51.59,46,-52,7,4.0,2,6095378.28,444764310.48,26.84,Fail
4027,Hernandez-Foley,2011,China,E-Commerce,4,13,0,Scale,8,3,5187662.29,741159.4,3297327.57,960160.0,78.54,74.2,43,18,0,3.0,2,3136077.77,824164849.01,26.3,Unclear
4028,"Craig, Nguyen and Ellis",2021,India,SaaS,1,7,1,Scale,8,4,9642014.86,1613094.04,10363245.75,416053.0,40.67,57.61,0,-17,6,2.0,9,5981169.65,284304056.82,24.06,Fail
4029,"Gonzalez, Underwood and Schaefer",2011,China,EdTech,5,4,0,Scale,5,3,163617.19,172606.94,18597791.36,315535.0,77.56,45.7,62,45,7,7.0,5,18128461.08,942897251.27,21.38,Success
4030,"Camacho, Hernandez and Mejia",2005,India,FinTech,1,18,1,MVP,7,3,7209631.28,1081562.13,17799443.34,13229.0,68.88,8.18,16,-61,1,6.0,3,17062839.38,304266470.7,31.15,Fail
4031,Parker Inc,2021,India,FoodTech,1,3,0,Idea,8,9,627161.45,1716795.92,18392516.01,94479.1,51.73,97.48,16,-83,3,3.0,10,18200013.66,997300236.06,1.22,Fail
